Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Whirlpool,Model-9386,350.0,5 Star,Side by Side,Yes,Blue,Steel,3 Years,Germany,1596.0,8.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9388,400.0,3 Star,Top Freezer,No,Blue,Plastic,2 Years,Korea,1942.0,56.0,Yes,Delta,CatB
Bosch,Model-9389,250.0,3 Star,Bottom Freezer,Yes,White,Aluminium,2 Years,Germany,1519.0,85.0,No,Alpha,CatB
Samsung,Model-9390,350.0,4 Star,French Door,Yes,Red,Steel,3 Years,USA,1608.0,94.0,Yes,Beta,CatA
LG,Model-9391,500.0,4 Star,Side by Side,No,Blue,Steel,2 Years,USA,889.0,22.0,No,Alpha,CatB
Whirlpool,Model-9392,250.0,3 Star,Side by Side,No,White,Aluminium,3 Years,China,574.0,83.0,No,Beta,CatA
Samsung,Model-9393,400.0,5 Star,French Door,Yes,Red,Aluminium,3 Years,China,1345.0,69.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
LG,Model-9395,250.0,5 Star,Top Freezer,No,Black,Steel,1 Year,China,1716.0,1.0,No,Beta,CatA
LG,Model-9396,500.0,4 Star,Top Freezer,No,Red,Plastic,1 Year,Korea,990.0,5.0,No,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-9398,400.0,4 Star,French Door,Yes,White,Aluminium,1 Year,Korea,571.0,29.0,Yes,Delta,CatB
Samsung,Model-9399,450.0,5 Star,Side by Side,No,Blue,Aluminium,3 Years,USA,785.0,57.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-9402,300.0,4 Star,French Door,No,Silver,Aluminium,2 Years,China,400.0,26.0,No,Delta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9405,300.0,4 Star,French Door,No,Red,Steel,1 Year,Germany,836.0,34.0,Yes,Beta,CatA
Bosch,Model-9406,450.0,3 Star,Top Freezer,Yes,Blue,Aluminium,1 Year,Germany,901.0,83.0,No,Delta,CatB
Whirlpool,Model-9407,400.0,4 Star,French Door,Yes,Blue,Aluminium,3 Years,USA,1790.0,14.0,No,Gamma,CatC
LG,Model-9408,300.0,3 Star,Bottom Freezer,Yes,Red,Steel,3 Years,USA,875.0,14.0,No,Delta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9410,500.0,3 Star,Top Freezer,Yes,Silver,Plastic,1 Year,Germany,1297.0,94.0,No,Delta,CatA
Samsung,Model-9411,300.0,5 Star,Top Freezer,No,White,Plastic,1 Year,Korea,395.0,7.0,No,Beta,CatB
,,,,,,,,,,,,,,
Samsung,Model-9413,300.0,5 Star,Top Freezer,No,White,Aluminium,3 Years,USA,335.0,63.0,Yes,Gamma,CatC
Whirlpool,Model-9414,450.0,3 Star,Side by Side,No,Blue,Steel,3 Years,Germany,1704.0,72.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9416,300.0,4 Star,Bottom Freezer,No,Silver,Plastic,2 Years,China,962.0,28.0,Yes,Alpha,CatC
LG,Model-9417,250.0,5 Star,Top Freezer,No,Blue,Aluminium,2 Years,Germany,1627.0,19.0,No,Alpha,CatB
Bosch,Model-9418,250.0,5 Star,Top Freezer,No,Black,Plastic,3 Years,Germany,1523.0,56.0,Yes,Beta,CatC
Whirlpool,Model-9419,300.0,4 Star,French Door,Yes,Blue,Plastic,3 Years,Korea,1557.0,30.0,No,Beta,CatA
LG,Model-9420,300.0,5 Star,Top Freezer,No,White,Steel,3 Years,Korea,1401.0,7.0,Yes,Gamma,CatA
LG,Model-9421,400.0,3 Star,Bottom Freezer,Yes,Red,Steel,1 Year,China,1957.0,81.0,Yes,Beta,CatB
Samsung,Model-9422,500.0,3 Star,French Door,No,Blue,Steel,2 Years,China,1303.0,5.0,Yes,Delta,CatB
Bosch,Model-9423,500.0,5 Star,Bottom Freezer,No,Silver,Plastic,3 Years,China,1516.0,76.0,Yes,Alpha,CatC
Siemens,Model-9424,350.0,3 Star,Bottom Freezer,Yes,White,Plastic,3 Years,Germany,634.0,38.0,Yes,Delta,CatB
LG,Model-9425,400.0,3 Star,French Door,No,Red,Steel,3 Years,Korea,1731.0,45.0,Yes,Gamma,CatC
Whirlpool,Model-9426,350.0,3 Star,French Door,No,Blue,Aluminium,3 Years,Korea,1090.0,78.0,No,Beta,CatC
LG,Model-9427,450.0,5 Star,Side by Side,No,Black,Aluminium,1 Year,Korea,305.0,78.0,No,Gamma,CatA
Siemens,Model-9428,450.0,4 Star,Bottom Freezer,No,Red,Steel,1 Year,USA,1095.0,31.0,No,Gamma,CatA
,,,,,,,,,,,,,,
LG,Model-9430,250.0,5 Star,Bottom Freezer,Yes,White,Steel,3 Years,China,640.0,19.0,Yes,Gamma,CatB
LG,Model-9431,500.0,4 Star,French Door,No,Black,Plastic,2 Years,Korea,1218.0,92.0,No,Gamma,CatA
Siemens,Model-9432,450.0,4 Star,French Door,Yes,Black,Steel,1 Year,USA,1934.0,67.0,No,Gamma,CatB
Siemens,Model-9433,250.0,3 Star,French Door,Yes,Blue,Steel,3 Years,Korea,1898.0,33.0,No,Gamma,CatC
Siemens,Model-9434,350.0,5 Star,Side by Side,Yes,Silver,Plastic,1 Year,Germany,321.0,50.0,No,Delta,CatB
LG,Model-9435,300.0,5 Star,Side by Side,No,Blue,Aluminium,2 Years,USA,1244.0,23.0,Yes,Delta,CatA
Siemens,Model-9436,500.0,3 Star,Top Freezer,No,Red,Steel,3 Years,China,713.0,35.0,No,Delta,CatB
,,,,,,,,,,,,,,
Samsung,Model-9438,500.0,5 Star,Top Freezer,No,Silver,Steel,2 Years,USA,836.0,50.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-9440,450.0,5 Star,Side by Side,No,Silver,Steel,1 Year,Korea,360.0,15.0,No,Gamma,CatA
Siemens,Model-9441,250.0,5 Star,Top Freezer,Yes,White,Plastic,2 Years,Germany,1234.0,9.0,No,Gamma,CatC
Whirlpool,Model-9442,400.0,5 Star,Side by Side,Yes,Blue,Steel,3 Years,Germany,501.0,29.0,Yes,Alpha,CatB
Bosch,Model-9443,400.0,4 Star,Top Freezer,No,Silver,Aluminium,3 Years,Germany,1198.0,44.0,No,Gamma,CatB
Siemens,Model-9444,450.0,3 Star,Side by Side,Yes,White,Aluminium,1 Year,USA,311.0,6.0,No,Gamma,CatB
Samsung,Model-9445,500.0,3 Star,Side by Side,No,Red,Plastic,3 Years,Germany,892.0,98.0,No,Alpha,CatC
Siemens,Model-9446,300.0,5 Star,Top Freezer,Yes,Blue,Plastic,2 Years,Germany,1697.0,92.0,Yes,Delta,CatB
Whirlpool,Model-9447,400.0,5 Star,Top Freezer,No,Red,Aluminium,1 Year,Germany,741.0,31.0,No,Alpha,CatB
Bosch,Model-9448,450.0,3 Star,Side by Side,Yes,Black,Aluminium,1 Year,Korea,1147.0,33.0,Yes,Alpha,CatC
Whirlpool,Model-9449,400.0,3 Star,Side by Side,No,White,Plastic,1 Year,China,883.0,13.0,Yes,Delta,CatA
Siemens,Model-9450,400.0,5 Star,Top Freezer,No,Silver,Plastic,2 Years,Korea,1852.0,11.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Bosch,Model-9452,300.0,3 Star,Side by Side,Yes,Black,Steel,2 Years,Germany,1485.0,27.0,No,Alpha,CatA
,,,,,,,,,,,,,,
LG,Model-9454,450.0,4 Star,Top Freezer,Yes,Black,Steel,1 Year,Korea,1376.0,56.0,Yes,Alpha,CatB
LG,Model-9455,350.0,4 Star,Top Freezer,Yes,Black,Plastic,2 Years,Korea,1806.0,38.0,Yes,Alpha,CatA
Siemens,Model-9456,250.0,5 Star,French Door,Yes,Blue,Aluminium,2 Years,China,689.0,57.0,Yes,Beta,CatA
Whirlpool,Model-9457,350.0,5 Star,Side by Side,Yes,White,Aluminium,1 Year,Germany,742.0,87.0,No,Delta,CatC
,,,,,,,,,,,,,,
Bosch,Model-9459,250.0,5 Star,Bottom Freezer,Yes,White,Plastic,1 Year,China,1525.0,26.0,No,Beta,CatB
LG,Model-9460,300.0,4 Star,Side by Side,Yes,Red,Aluminium,2 Years,Korea,1197.0,39.0,Yes,Delta,CatC
Whirlpool,Model-9461,250.0,5 Star,French Door,No,White,Aluminium,1 Year,China,1150.0,51.0,No,Delta,CatC
,,,,,,,,,,,,,,
Siemens,Model-9463,450.0,3 Star,French Door,Yes,Blue,Plastic,3 Years,China,1830.0,28.0,Yes,Delta,CatB
Samsung,Model-9464,250.0,3 Star,Side by Side,Yes,Black,Steel,2 Years,USA,619.0,32.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-9467,400.0,5 Star,Side by Side,No,Blue,Steel,2 Years,Korea,1961.0,89.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-9470,400.0,3 Star,Top Freezer,No,Blue,Steel,1 Year,Germany,1728.0,77.0,Yes,Beta,CatC
Whirlpool,Model-9471,450.0,4 Star,Top Freezer,No,White,Aluminium,1 Year,Korea,1315.0,32.0,Yes,Alpha,CatA
Samsung,Model-9472,300.0,4 Star,Top Freezer,Yes,White,Steel,2 Years,China,1597.0,79.0,Yes,Gamma,CatC
Bosch,Model-9473,450.0,5 Star,French Door,Yes,Red,Aluminium,1 Year,USA,874.0,25.0,Yes,Gamma,CatC
Whirlpool,Model-9474,450.0,5 Star,Top Freezer,Yes,Black,Plastic,2 Years,USA,385.0,76.0,Yes,Beta,CatC
LG,Model-9475,500.0,3 Star,Bottom Freezer,Yes,Blue,Aluminium,3 Years,USA,932.0,3.0,Yes,Delta,CatC
Bosch,Model-9476,300.0,4 Star,French Door,Yes,White,Aluminium,1 Year,Korea,1278.0,5.0,Yes,Beta,CatC
Bosch,Model-9477,250.0,3 Star,French Door,Yes,White,Steel,1 Year,USA,1216.0,81.0,Yes,Beta,CatC
Siemens,Model-9478,500.0,3 Star,Bottom Freezer,No,Blue,Steel,1 Year,Korea,1008.0,36.0,Yes,Gamma,CatC
Samsung,Model-9479,350.0,3 Star,French Door,Yes,Blue,Aluminium,2 Years,China,1996.0,73.0,No,Gamma,CatB
LG,Model-9480,250.0,5 Star,Top Freezer,No,Red,Aluminium,2 Years,Korea,472.0,16.0,No,Alpha,CatA
Samsung,Model-9481,500.0,3 Star,Side by Side,Yes,White,Aluminium,1 Year,Korea,864.0,81.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
Samsung,Model-9483,500.0,4 Star,Top Freezer,No,Red,Steel,2 Years,USA,1649.0,16.0,Yes,Delta,CatA
Siemens,Model-9484,450.0,5 Star,Top Freezer,Yes,Silver,Steel,2 Years,USA,1064.0,62.0,No,Beta,CatA
Siemens,Model-9485,350.0,3 Star,French Door,Yes,Blue,Plastic,1 Year,China,662.0,80.0,Yes,Beta,CatC
Siemens,Model-9486,400.0,3 Star,French Door,Yes,Silver,Steel,2 Years,Germany,1845.0,67.0,No,Delta,CatA
Siemens,Model-9487,350.0,5 Star,Bottom Freezer,No,White,Aluminium,3 Years,USA,432.0,92.0,No,Alpha,CatB
Bosch,Model-9488,350.0,4 Star,Top Freezer,Yes,Red,Aluminium,3 Years,China,1377.0,67.0,No,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9490,350.0,5 Star,Top Freezer,No,Blue,Steel,3 Years,China,1653.0,69.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-9492,350.0,3 Star,French Door,Yes,Silver,Aluminium,2 Years,China,1633.0,75.0,No,Beta,CatC
Siemens,Model-9493,250.0,5 Star,Top Freezer,Yes,White,Aluminium,2 Years,China,1014.0,27.0,Yes,Alpha,CatC
Bosch,Model-9494,350.0,4 Star,Side by Side,No,Blue,Steel,2 Years,USA,1829.0,86.0,Yes,Beta,CatA
Whirlpool,Model-9495,450.0,5 Star,French Door,Yes,Silver,Plastic,1 Year,Korea,1406.0,87.0,No,Delta,CatB
LG,Model-9496,500.0,4 Star,Side by Side,Yes,Blue,Steel,2 Years,Germany,660.0,89.0,No,Gamma,CatA
Siemens,Model-9497,300.0,5 Star,Top Freezer,No,Blue,Steel,1 Year,China,616.0,38.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9499,500.0,3 Star,French Door,Yes,Red,Aluminium,2 Years,Korea,1868.0,91.0,No,Beta,CatC
Samsung,Model-9500,500.0,5 Star,Bottom Freezer,No,Silver,Aluminium,3 Years,USA,1426.0,97.0,Yes,Gamma,CatB
LG,Model-9501,300.0,5 Star,French Door,No,Red,Plastic,3 Years,Germany,760.0,50.0,No,Alpha,CatB
LG,Model-9502,500.0,3 Star,Side by Side,No,Silver,Plastic,3 Years,Korea,708.0,88.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9506,350.0,3 Star,French Door,No,Blue,Steel,3 Years,China,1102.0,43.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9509,300.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,2 Years,USA,1055.0,41.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Siemens,Model-9511,350.0,4 Star,Side by Side,Yes,Silver,Plastic,2 Years,USA,1797.0,21.0,No,Alpha,CatC
Bosch,Model-9512,400.0,3 Star,Side by Side,Yes,Red,Steel,1 Year,China,1119.0,4.0,Yes,Beta,CatC
Whirlpool,Model-9513,450.0,4 Star,Side by Side,No,Blue,Plastic,3 Years,China,1727.0,31.0,Yes,Beta,CatB
Whirlpool,Model-9514,400.0,3 Star,French Door,Yes,Silver,Aluminium,3 Years,Korea,496.0,8.0,Yes,Delta,CatB
Bosch,Model-9515,450.0,3 Star,French Door,Yes,Red,Steel,1 Year,Germany,986.0,57.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
LG,Model-9517,450.0,3 Star,French Door,No,Red,Steel,1 Year,Korea,631.0,60.0,No,Beta,CatA
Whirlpool,Model-9518,450.0,4 Star,Side by Side,Yes,Black,Steel,3 Years,Korea,620.0,46.0,Yes,Gamma,CatB
Whirlpool,Model-9519,450.0,5 Star,French Door,No,Blue,Plastic,1 Year,USA,417.0,85.0,Yes,Alpha,CatA
Bosch,Model-9520,350.0,5 Star,Side by Side,Yes,Black,Aluminium,1 Year,Germany,595.0,88.0,No,Gamma,CatA
LG,Model-9521,300.0,3 Star,French Door,No,Black,Aluminium,3 Years,China,887.0,6.0,No,Alpha,CatB
Bosch,Model-9522,250.0,4 Star,Bottom Freezer,No,Silver,Steel,2 Years,Germany,1292.0,7.0,No,Delta,CatB
Samsung,Model-9523,500.0,4 Star,Bottom Freezer,Yes,Red,Plastic,3 Years,Korea,314.0,15.0,Yes,Beta,CatC
Bosch,Model-9524,500.0,4 Star,Side by Side,No,Blue,Plastic,3 Years,Korea,595.0,93.0,Yes,Beta,CatA
Bosch,Model-9525,300.0,5 Star,Bottom Freezer,Yes,Red,Aluminium,1 Year,Korea,1552.0,37.0,No,Gamma,CatA
Siemens,Model-9526,450.0,3 Star,French Door,Yes,Blue,Plastic,1 Year,Korea,1418.0,54.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Siemens,Model-9528,250.0,5 Star,Bottom Freezer,Yes,Silver,Steel,1 Year,Korea,731.0,94.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Samsung,Model-9530,400.0,3 Star,Side by Side,No,Blue,Aluminium,2 Years,USA,1399.0,70.0,Yes,Delta,CatB
Samsung,Model-9531,450.0,5 Star,Side by Side,Yes,Silver,Steel,1 Year,Korea,1472.0,17.0,Yes,Delta,CatA
Siemens,Model-9532,450.0,4 Star,Side by Side,Yes,Black,Aluminium,2 Years,Germany,1189.0,66.0,Yes,Alpha,CatA
LG,Model-9533,350.0,5 Star,Bottom Freezer,Yes,Blue,Aluminium,1 Year,Korea,855.0,52.0,Yes,Delta,CatA
Whirlpool,Model-9534,350.0,4 Star,Top Freezer,No,Red,Steel,1 Year,Germany,970.0,74.0,No,Gamma,CatB
,,,,,,,,,,,,,,
Bosch,Model-9536,250.0,3 Star,Bottom Freezer,No,Black,Aluminium,3 Years,USA,944.0,69.0,No,Beta,CatC
Siemens,Model-9537,250.0,5 Star,Top Freezer,No,White,Aluminium,3 Years,Germany,1749.0,16.0,Yes,Delta,CatB
Samsung,Model-9538,500.0,5 Star,Bottom Freezer,No,White,Aluminium,3 Years,Korea,811.0,6.0,Yes,Beta,CatA
Siemens,Model-9539,400.0,5 Star,Bottom Freezer,Yes,Blue,Plastic,1 Year,Korea,1670.0,3.0,No,Gamma,CatA
Whirlpool,Model-9540,450.0,5 Star,French Door,No,Black,Steel,3 Years,USA,1713.0,7.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Bosch,Model-9542,500.0,4 Star,French Door,Yes,Red,Aluminium,3 Years,Korea,1090.0,50.0,No,Gamma,CatB
Siemens,Model-9543,450.0,4 Star,French Door,No,Blue,Steel,3 Years,China,572.0,6.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Siemens,Model-9545,500.0,4 Star,French Door,No,Silver,Aluminium,2 Years,China,537.0,33.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-9547,500.0,5 Star,Top Freezer,Yes,Silver,Aluminium,1 Year,China,923.0,26.0,No,Gamma,CatC
LG,Model-9548,350.0,5 Star,French Door,Yes,White,Aluminium,3 Years,USA,1593.0,16.0,No,Gamma,CatA
LG,Model-9549,250.0,5 Star,Top Freezer,No,Silver,Steel,3 Years,China,1715.0,61.0,No,Gamma,CatB
Samsung,Model-9550,400.0,5 Star,French Door,No,White,Steel,3 Years,USA,1552.0,26.0,Yes,Gamma,CatB
Bosch,Model-9551,250.0,3 Star,Side by Side,Yes,Red,Plastic,1 Year,Germany,1280.0,53.0,No,Gamma,CatA
Siemens,Model-9552,300.0,4 Star,Top Freezer,No,Black,Aluminium,2 Years,Korea,1095.0,8.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9554,300.0,4 Star,French Door,Yes,Blue,Steel,1 Year,China,1285.0,11.0,Yes,Beta,CatB
Bosch,Model-9555,350.0,4 Star,Top Freezer,No,Black,Plastic,2 Years,Germany,1526.0,24.0,No,Gamma,CatA
Whirlpool,Model-9556,450.0,3 Star,Top Freezer,Yes,Black,Plastic,1 Year,Korea,464.0,60.0,No,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-9558,250.0,3 Star,Side by Side,Yes,Silver,Steel,2 Years,Korea,1309.0,29.0,No,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9562,450.0,4 Star,Side by Side,No,White,Plastic,1 Year,Germany,1864.0,38.0,No,Beta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9566,450.0,5 Star,Top Freezer,No,Silver,Plastic,3 Years,Korea,1225.0,84.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Bosch,Model-9568,400.0,4 Star,Bottom Freezer,Yes,Black,Plastic,2 Years,USA,793.0,56.0,Yes,Beta,CatC
Siemens,Model-9569,450.0,3 Star,Side by Side,No,Red,Steel,2 Years,Germany,1772.0,92.0,No,Delta,CatB
,,,,,,,,,,,,,,
Samsung,Model-9571,300.0,5 Star,Bottom Freezer,Yes,Red,Plastic,2 Years,USA,583.0,81.0,No,Beta,CatC
Bosch,Model-9572,450.0,4 Star,Bottom Freezer,No,Silver,Aluminium,3 Years,China,986.0,52.0,Yes,Delta,CatA
Whirlpool,Model-9573,250.0,5 Star,Side by Side,Yes,White,Steel,1 Year,USA,721.0,92.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Bosch,Model-9575,250.0,5 Star,Side by Side,No,White,Aluminium,2 Years,China,1104.0,32.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-9577,500.0,5 Star,Side by Side,Yes,Silver,Steel,3 Years,USA,589.0,19.0,Yes,Alpha,CatA
LG,Model-9578,500.0,3 Star,Top Freezer,Yes,White,Aluminium,3 Years,China,1079.0,75.0,Yes,Delta,CatC
Samsung,Model-9579,350.0,3 Star,Bottom Freezer,No,Black,Steel,3 Years,Korea,506.0,70.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Samsung,Model-9581,300.0,3 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,China,1797.0,62.0,No,Alpha,CatB
Bosch,Model-9582,450.0,4 Star,Bottom Freezer,Yes,White,Steel,2 Years,Germany,426.0,55.0,No,Gamma,CatB
Siemens,Model-9583,450.0,3 Star,Side by Side,No,White,Steel,3 Years,Germany,306.0,98.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9585,400.0,5 Star,Top Freezer,No,Black,Aluminium,2 Years,China,845.0,38.0,No,Gamma,CatA
Whirlpool,Model-9586,450.0,5 Star,French Door,No,White,Aluminium,1 Year,USA,1246.0,33.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9588,350.0,5 Star,Bottom Freezer,No,Blue,Aluminium,1 Year,Germany,1603.0,5.0,Yes,Delta,CatA
LG,Model-9589,450.0,5 Star,Side by Side,No,Black,Steel,1 Year,Germany,566.0,90.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9593,300.0,4 Star,Top Freezer,Yes,Red,Aluminium,2 Years,USA,1525.0,49.0,No,Beta,CatB
Bosch,Model-9594,500.0,4 Star,Top Freezer,Yes,White,Aluminium,3 Years,Germany,1704.0,10.0,No,Alpha,CatC
Whirlpool,Model-9595,300.0,3 Star,French Door,Yes,White,Aluminium,3 Years,Germany,435.0,91.0,No,Beta,CatC
LG,Model-9596,400.0,3 Star,Bottom Freezer,Yes,Black,Plastic,3 Years,China,628.0,41.0,Yes,Delta,CatB
Bosch,Model-9597,450.0,5 Star,French Door,Yes,Black,Aluminium,2 Years,USA,372.0,52.0,No,Delta,CatA
Whirlpool,Model-9598,400.0,3 Star,French Door,No,Black,Aluminium,1 Year,USA,1111.0,11.0,Yes,Beta,CatB
Samsung,Model-9599,500.0,4 Star,French Door,Yes,Black,Aluminium,3 Years,USA,770.0,1.0,No,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-9602,300.0,4 Star,Side by Side,No,White,Steel,2 Years,USA,1570.0,68.0,No,Gamma,CatC
Bosch,Model-9603,400.0,3 Star,Side by Side,Yes,Blue,Plastic,1 Year,Korea,413.0,9.0,Yes,Gamma,CatA
Samsung,Model-9604,500.0,5 Star,French Door,Yes,Silver,Steel,3 Years,Germany,370.0,62.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-9607,350.0,3 Star,Side by Side,Yes,Red,Plastic,2 Years,Korea,706.0,33.0,No,Beta,CatA
Bosch,Model-9608,350.0,4 Star,French Door,Yes,Red,Aluminium,3 Years,Germany,1939.0,16.0,No,Delta,CatA
Samsung,Model-9609,250.0,3 Star,Top Freezer,No,Black,Aluminium,3 Years,USA,1618.0,43.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9611,300.0,3 Star,French Door,Yes,Black,Steel,1 Year,China,1669.0,82.0,No,Alpha,CatA
LG,Model-9612,350.0,4 Star,French Door,Yes,White,Aluminium,3 Years,USA,1783.0,39.0,Yes,Gamma,CatC
Siemens,Model-9613,350.0,3 Star,Top Freezer,Yes,White,Plastic,3 Years,China,1543.0,94.0,No,Alpha,CatA
Bosch,Model-9614,350.0,5 Star,Side by Side,No,White,Plastic,1 Year,USA,764.0,45.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9617,250.0,4 Star,Bottom Freezer,No,Blue,Steel,1 Year,Korea,345.0,3.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9620,300.0,4 Star,Side by Side,Yes,Red,Steel,1 Year,Germany,640.0,20.0,Yes,Gamma,CatC
Bosch,Model-9621,400.0,5 Star,Top Freezer,Yes,Blue,Steel,2 Years,Germany,1034.0,37.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-9624,500.0,4 Star,Bottom Freezer,Yes,Blue,Plastic,3 Years,USA,1291.0,12.0,Yes,Delta,CatC
Samsung,Model-9625,450.0,3 Star,Bottom Freezer,No,Black,Steel,2 Years,USA,1984.0,58.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
LG,Model-9627,350.0,5 Star,French Door,No,Blue,Aluminium,2 Years,Korea,597.0,11.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Samsung,Model-9629,350.0,4 Star,French Door,Yes,White,Steel,3 Years,USA,1037.0,45.0,No,Beta,CatB
LG,Model-9630,300.0,4 Star,Side by Side,No,Blue,Plastic,1 Year,USA,1265.0,43.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9634,400.0,4 Star,Top Freezer,No,Red,Aluminium,2 Years,Korea,1632.0,34.0,Yes,Gamma,CatC
Whirlpool,Model-9635,350.0,4 Star,French Door,Yes,Black,Plastic,1 Year,Korea,1558.0,68.0,No,Beta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-9637,300.0,5 Star,Top Freezer,Yes,Silver,Aluminium,1 Year,China,1066.0,85.0,No,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-9641,250.0,5 Star,Bottom Freezer,No,Black,Plastic,2 Years,Korea,520.0,77.0,No,Alpha,CatB
LG,Model-9642,300.0,4 Star,French Door,No,White,Steel,3 Years,USA,1554.0,46.0,Yes,Alpha,CatB
Siemens,Model-9643,450.0,4 Star,French Door,No,Blue,Aluminium,2 Years,China,681.0,70.0,No,Alpha,CatB
LG,Model-9644,300.0,4 Star,Side by Side,No,White,Steel,3 Years,USA,977.0,1.0,No,Alpha,CatC
Bosch,Model-9645,250.0,3 Star,Top Freezer,No,Red,Steel,2 Years,Germany,1719.0,36.0,No,Beta,CatA
LG,Model-9646,300.0,3 Star,Bottom Freezer,No,White,Aluminium,2 Years,China,586.0,50.0,No,Delta,CatB
Siemens,Model-9647,450.0,5 Star,Side by Side,No,Black,Aluminium,1 Year,USA,1784.0,73.0,No,Gamma,CatA
Whirlpool,Model-9648,250.0,4 Star,Top Freezer,Yes,White,Plastic,2 Years,Korea,1753.0,91.0,Yes,Beta,CatC
Bosch,Model-9649,450.0,5 Star,Top Freezer,No,Black,Steel,2 Years,USA,1256.0,3.0,No,Gamma,CatA
Siemens,Model-9650,500.0,3 Star,Side by Side,Yes,Black,Plastic,2 Years,Germany,987.0,29.0,No,Beta,CatA
Siemens,Model-9651,450.0,5 Star,Side by Side,No,White,Aluminium,3 Years,Korea,610.0,27.0,No,Beta,CatA
Bosch,Model-9652,300.0,5 Star,Bottom Freezer,Yes,Red,Plastic,2 Years,Germany,989.0,2.0,No,Delta,CatB
Samsung,Model-9653,350.0,3 Star,French Door,No,Red,Aluminium,1 Year,Korea,1402.0,24.0,No,Alpha,CatB
Siemens,Model-9654,400.0,3 Star,Top Freezer,Yes,Black,Plastic,3 Years,Germany,654.0,39.0,Yes,Delta,CatA
